Official Symbol Interactor A,Official Symbol Interactor B,Ontology Term Names
ELAVL1,GNAZ,HeLa cell
ELAVL1,MB21D1,HeLa cell
ELAVL1,FAM199X,HeLa cell
ELAVL1,HMGN2P46,HeLa cell
ELAVL1,TAPBP,HeLa cell
ELAVL1,TFAP2A,HeLa cell
ELAVL1,SSX2IP,HeLa cell
ELAVL1,APPL1,HeLa cell
ELAVL1,TOR1AIP1,HeLa cell
ELAVL1,CALR,HeLa cell
ELAVL1,NEDD4L,HeLa cell
ELAVL1,LLGL1,HeLa cell
ELAVL1,TXLNA,HeLa cell
ELAVL1,MAT2B,HeLa cell
ELAVL1,PRKAR1A,HeLa cell
ELAVL1,GTF2E1,HeLa cell
ELAVL1,ZNF281,HeLa cell
ELAVL1,NAB1,HeLa cell
ELAVL1,MECP2,HeLa cell
ELAVL1,MRPS16,HeLa cell
ELAVL1,STAT2,HeLa cell
ELAVL1,SLC50A1,HeLa cell
ELAVL1,ZNF280B,HeLa cell
ELAVL1,PPIC,HeLa cell
ELAVL1,YOD1,HeLa cell
ELAVL1,PIGM,HeLa cell
ELAVL1,RUNX1,HeLa cell
ELAVL1,RAN,HeLa cell
ELAVL1,TTI2,HeLa cell
ELAVL1,GLE1,HeLa cell
ELAVL1,CCDC6,HeLa cell
ELAVL1,TMCO3,HeLa cell
ELAVL1,LSM14A,HeLa cell
ELAVL1,GART,HeLa cell
ELAVL1,YAP1,HeLa cell
ELAVL1,ALKBH5,HeLa cell
ELAVL1,RPRD2,HeLa cell
ELAVL1,SPRY2,HeLa cell
ELAVL1,RAD23B,HeLa cell
ELAVL1,FAM72D,HeLa cell
ELAVL1,AMER1,HeLa cell
ELAVL1,TMEM159,HeLa cell
ELAVL1,SSH1,HeLa cell
ELAVL1,GLCE,HeLa cell
ELAVL1,SRPK1,HeLa cell
ELAVL1,DIABLO,HeLa cell
ELAVL1,SERPINE2,HeLa cell
ELAVL1,SUPT16H,HeLa cell
ELAVL1,RBX1,HeLa cell
ELAVL1,CDK2AP1,HeLa cell
ELAVL1,HDAC4,HeLa cell
ELAVL1,RIOK3,HeLa cell
ELAVL1,C5orf22,HeLa cell
ELAVL1,MAP2K1,HeLa cell
ELAVL1,PREPL,HeLa cell
ELAVL1,FAM114A2,HeLa cell
ELAVL1,E2F2,HeLa cell
ELAVL1,KAT6A,HeLa cell
ELAVL1,KLHL8,HeLa cell
ELAVL1,TBC1D20,HeLa cell
ELAVL1,TBC1D22B,HeLa cell
ELAVL1,LIN7C,HeLa cell
ELAVL1,RC3H2,HeLa cell
ELAVL1,SCAMP1,HeLa cell
ELAVL1,TMEM14A,HeLa cell
ELAVL1,APLP2,HeLa cell
ELAVL1,ATP2A2,HeLa cell
ELAVL1,NUFIP2,HeLa cell
ELAVL1,RAP1A,HeLa cell
ELAVL1,OSBP,HeLa cell
ELAVL1,CD70,HeLa cell
ELAVL1,ISCA1,HeLa cell
ELAVL1,TLK1,HeLa cell
ELAVL1,GATA2,HeLa cell
ELAVL1,BAZ2B,HeLa cell
ELAVL1,RRNAD1,HeLa cell
ELAVL1,LOC93622,HeLa cell
ELAVL1,TMEM189-UBE2V1,HeLa cell
ELAVL1,CPNE8,HeLa cell
ELAVL1,RDH5,HeLa cell
ELAVL1,ARHGEF11,HeLa cell
ELAVL1,HCN3,HeLa cell
ELAVL1,TOMM22,HeLa cell
ELAVL1,AMD1,HeLa cell
ELAVL1,GNB5,HeLa cell
ELAVL1,MYO5C,HeLa cell
ELAVL1,FEM1C,HeLa cell
ELAVL1,C2CD2,HeLa cell
ELAVL1,MKLN1,HeLa cell
ELAVL1,NABP1,HeLa cell
ELAVL1,TIMM13,HeLa cell
ELAVL1,CREBZF,HeLa cell
ELAVL1,GLOD4,HeLa cell
ELAVL1,TOB2,HeLa cell
ELAVL1,BIRC5,HeLa cell
ELAVL1,AVP,HeLa cell
ELAVL1,ZNF148,HeLa cell
ELAVL1,FGD1,HeLa cell
ELAVL1,RSL24D1,HeLa cell
ELAVL1,REEP1,HeLa cell
ELAVL1,SLC30A7,HeLa cell
ELAVL1,TOMM20,HeLa cell
ELAVL1,C12orf49,HeLa cell
ELAVL1,RSU1,HeLa cell
ELAVL1,IFT74,HeLa cell
ELAVL1,ADAR,HeLa cell
ELAVL1,GPD1L,HeLa cell
ELAVL1,TMEM65,HeLa cell
ELAVL1,PAN3,HeLa cell
ELAVL1,HELZ,HeLa cell
ELAVL1,SLC9A5,HeLa cell
ELAVL1,FOXP1,HeLa cell
ELAVL1,TULP2,HeLa cell
ELAVL1,RAB2B,HeLa cell
ELAVL1,CA5B,HeLa cell
ELAVL1,LGALSL,HeLa cell
ELAVL1,EIF2AK2,HeLa cell
ELAVL1,NT5DC3,HeLa cell
ELAVL1,DDR2,HeLa cell
ELAVL1,ZNF217,HeLa cell
ELAVL1,TGFBR1,HeLa cell
ELAVL1,B4GALT1,HeLa cell
ELAVL1,YIPF2,HeLa cell
ELAVL1,FAM83F,HeLa cell
ELAVL1,CNEP1R1,HeLa cell
ELAVL1,ANGEL2,HeLa cell
ELAVL1,TP53RK,HeLa cell
ELAVL1,STAU2,HeLa cell
ELAVL1,UBASH3B,HeLa cell
ELAVL1,C4orf46,HeLa cell
ELAVL1,RSBN1,HeLa cell
ELAVL1,PAPOLA,HeLa cell
ELAVL1,ZNHIT6,HeLa cell
ELAVL1,MOB3A,HeLa cell
ELAVL1,CBX6,HeLa cell
ELAVL1,PTK2,HeLa cell
ELAVL1,REXO1,HeLa cell
ELAVL1,ARPP19,HeLa cell
ELAVL1,CANX,HeLa cell
ELAVL1,PRR3,HeLa cell
ELAVL1,VHL,HeLa cell
ELAVL1,DIO2,HeLa cell
ELAVL1,LARP4B,HeLa cell
ELAVL1,KPNA6,HeLa cell
ELAVL1,SMS,HeLa cell
ELAVL1,VPS35,HeLa cell
ELAVL1,KPNA4,HeLa cell
ELAVL1,TERF2,HeLa cell
ELAVL1,UPF2,HeLa cell
ELAVL1,KLF11,HeLa cell
ELAVL1,NAP1L4,HeLa cell
ELAVL1,ARHGEF2,HeLa cell
ELAVL1,CENPL,HeLa cell
ELAVL1,C9orf91,HeLa cell
ELAVL1,RCC2,HeLa cell
ELAVL1,EIF4E3,HeLa cell
ELAVL1,MNT,HeLa cell
ELAVL1,ZNF696,HeLa cell
ELAVL1,LARP4,HeLa cell
ELAVL1,OSGIN2,HeLa cell
ELAVL1,STOML2,HeLa cell
ELAVL1,PCDH9,HeLa cell
ELAVL1,UBE2Q2,HeLa cell
ELAVL1,EPB41L1,HeLa cell
ELAVL1,ZCCHC7,HeLa cell
ELAVL1,STK4,HeLa cell
ELAVL1,OSTM1,HeLa cell
ELAVL1,SLC22A5,HeLa cell
ELAVL1,MBD3,HeLa cell
ELAVL1,PAPPA,HeLa cell
ELAVL1,ACTR2,HeLa cell
ELAVL1,VPS4B,HeLa cell
ELAVL1,AHCYL1,HeLa cell
ELAVL1,TRAK2,HeLa cell
ELAVL1,USF1,HeLa cell
ELAVL1,CITED2,HeLa cell
ELAVL1,JOSD1,HeLa cell
ELAVL1,SDAD1,HeLa cell
ELAVL1,PROSER3,HeLa cell
ELAVL1,LINC00272,HeLa cell
ELAVL1,CHRAC1,HeLa cell
ELAVL1,VMA21,HeLa cell
ELAVL1,CREBL2,HeLa cell
ELAVL1,MIR600HG,HeLa cell
ELAVL1,CCDC117,HeLa cell
ELAVL1,OR14I1,HeLa cell
ELAVL1,EML4,HeLa cell
ELAVL1,IER3IP1,HeLa cell
ELAVL1,SETD8,HeLa cell
ELAVL1,OSBPL11,HeLa cell
ELAVL1,PAPD4,HeLa cell
ELAVL1,NAA25,HeLa cell
ELAVL1,ATP7B,HeLa cell
ELAVL1,CTBP1,HeLa cell
ELAVL1,PIM1,HeLa cell
ELAVL1,RAB10,HeLa cell
ELAVL1,SNX10,HeLa cell
ELAVL1,CHTOP,HeLa cell
ELAVL1,TTYH3,HeLa cell
ELAVL1,ARHGAP19,HeLa cell
ELAVL1,GNAI3,HeLa cell
ELAVL1,OSR2,HeLa cell
ELAVL1,MAPK6,HeLa cell
ELAVL1,PARVA,HeLa cell
ELAVL1,CAMK2N1,HeLa cell
ELAVL1,C3orf33,HeLa cell
ELAVL1,EIF1AX,HeLa cell
ELAVL1,BRD4,HeLa cell
ELAVL1,CCNI,HeLa cell
ELAVL1,DDX18,HeLa cell
ELAVL1,GUCD1,HeLa cell
ELAVL1,SLC39A11,HeLa cell
ELAVL1,PRSS23,HeLa cell
ELAVL1,PTRF,HeLa cell
ELAVL1,CTNNBIP1,HeLa cell
ELAVL1,GOLPH3,HeLa cell
ELAVL1,FAM107B,HeLa cell
ELAVL1,C6orf106,HeLa cell
ELAVL1,BMI1,HeLa cell
ELAVL1,OTUD6B,HeLa cell
ELAVL1,NLGN2,HeLa cell
ELAVL1,FAM120AOS,HeLa cell
ELAVL1,FAM76B,HeLa cell
ELAVL1,MOB3B,HeLa cell
ELAVL1,ACVR1B,HeLa cell
ELAVL1,IGF2BP2,HeLa cell
ELAVL1,NFIC,HeLa cell
ELAVL1,ZNF521,HeLa cell
ELAVL1,NXN,HeLa cell
ELAVL1,CAAP1,HeLa cell
ELAVL1,TRIM8,HeLa cell
ELAVL1,SLC7A1,HeLa cell
ELAVL1,TGFBR3,HeLa cell
ELAVL1,TBX3,HeLa cell
ELAVL1,SSB,HeLa cell
ELAVL1,PPIA,HeLa cell
ELAVL1,CD47,HeLa cell
ELAVL1,INPP4B,HeLa cell
ELAVL1,RHOQ,HeLa cell
ELAVL1,RNF38,HeLa cell
ELAVL1,CRLF3,HeLa cell
ELAVL1,ACTN4,HeLa cell
ELAVL1,SPTSSA,HeLa cell
ELAVL1,RALA,HeLa cell
ELAVL1,AQP3,HeLa cell
ELAVL1,CD164,HeLa cell
ELAVL1,ELMSAN1,HeLa cell
ELAVL1,C11orf57,HeLa cell
ELAVL1,LACTB,HeLa cell
ELAVL1,VEZT,HeLa cell
ELAVL1,LRRFIP2,HeLa cell
ELAVL1,RNF41,HeLa cell
ELAVL1,TOLLIP,HeLa cell
ELAVL1,TMEM56,HeLa cell
ELAVL1,TMEM123,HeLa cell
ELAVL1,C3orf52,HeLa cell
ELAVL1,ZNF573,HeLa cell
ELAVL1,METTL2A,HeLa cell
ELAVL1,MIER1,HeLa cell
ELAVL1,RPIA,HeLa cell
ELAVL1,CHP1,HeLa cell
ELAVL1,ING3,HeLa cell
ELAVL1,C5orf15,HeLa cell
ELAVL1,ATP6V0A2,HeLa cell
ELAVL1,GEMIN6,HeLa cell
ELAVL1,ANKRD40,HeLa cell
ELAVL1,HECTD2,HeLa cell
ELAVL1,C12orf75,HeLa cell
ELAVL1,SSR1,HeLa cell
ELAVL1,SUPV3L1,HeLa cell
ELAVL1,DENR,HeLa cell
ELAVL1,NKTR,HeLa cell
ELAVL1,TUBB,HeLa cell
ELAVL1,NDFIP2,HeLa cell
ELAVL1,AHI1,HeLa cell
ELAVL1,IRF2BPL,HeLa cell
ELAVL1,IQSEC2,HeLa cell
ELAVL1,SIK1,HeLa cell
ELAVL1,NCS1,HeLa cell
ELAVL1,SLC44A1,HeLa cell
ELAVL1,PFN1,HeLa cell
ELAVL1,SPRY1,HeLa cell
ELAVL1,ZNF562,HeLa cell
ELAVL1,TULP4,HeLa cell
ELAVL1,FOXC1,HeLa cell
ELAVL1,MTR,HeLa cell
ELAVL1,ZFAND1,HeLa cell
ELAVL1,PHACTR4,HeLa cell
ELAVL1,MAL2,HeLa cell
ELAVL1,PAK2,HeLa cell
ELAVL1,ERH,HeLa cell
ELAVL1,SPIN1,HeLa cell
ELAVL1,ROCK2,HeLa cell
ELAVL1,COPG2,HeLa cell
ELAVL1,TAF11,HeLa cell
ELAVL1,MTHFD2,HeLa cell
ELAVL1,MGRN1,HeLa cell
ELAVL1,POGK,HeLa cell
ELAVL1,PNPO,HeLa cell
ELAVL1,RRN3,HeLa cell
ELAVL1,NSUN4,HeLa cell
ELAVL1,POTEKP,HeLa cell
ELAVL1,MUM1,HeLa cell
ELAVL1,ATG14,HeLa cell
ELAVL1,STX7,HeLa cell
ELAVL1,CXADR,HeLa cell
ELAVL1,GPM6B,HeLa cell
ELAVL1,CSK,HeLa cell
ELAVL1,MTMR2,HeLa cell
ELAVL1,KMT2C,HeLa cell
ELAVL1,DENND5A,HeLa cell
ELAVL1,CHPT1,HeLa cell
ELAVL1,FAM175B,HeLa cell
ELAVL1,PRKCA,HeLa cell
ELAVL1,BHLHE40,HeLa cell
ELAVL1,ARPC4,HeLa cell
ELAVL1,CCL7,HeLa cell
ELAVL1,TMEM101,HeLa cell
ELAVL1,AP1AR,HeLa cell
ELAVL1,SYT15,HeLa cell
ELAVL1,WTAP,HeLa cell
ELAVL1,ATG16L1,HeLa cell
ELAVL1,CLN3,HeLa cell
ELAVL1,HCFC1,HeLa cell
ELAVL1,POLR2D,HeLa cell
ELAVL1,ZDHHC3,HeLa cell
ELAVL1,RSPRY1,HeLa cell
ELAVL1,RPP14,HeLa cell
ELAVL1,CIRBP,HeLa cell
ELAVL1,TBL1X,HeLa cell
ELAVL1,STRADB,HeLa cell
ELAVL1,CHIC2,HeLa cell
ELAVL1,HNRNPC,HeLa cell
ELAVL1,PUM1,HeLa cell
ELAVL1,MLEC,HeLa cell
ELAVL1,NREP,HeLa cell
ELAVL1,GPR3,HeLa cell
ELAVL1,AGMAT,HeLa cell
ELAVL1,SDC4,HeLa cell
ELAVL1,FAM13B,HeLa cell
ELAVL1,SGK1,HeLa cell
ELAVL1,ZNF529,HeLa cell
ELAVL1,SRPRB,HeLa cell
ELAVL1,FAM178A,HeLa cell
ELAVL1,PDXK,HeLa cell
ELAVL1,ZNF800,HeLa cell
ELAVL1,APH1A,HeLa cell
ELAVL1,GALNT1,HeLa cell
ELAVL1,TWISTNB,HeLa cell
ELAVL1,SEMA4D,HeLa cell
ELAVL1,CIPC,HeLa cell
ELAVL1,MICB,HeLa cell
ELAVL1,DEK,HeLa cell
ELAVL1,PABPC1,HeLa cell
ELAVL1,SEPT7,HeLa cell
ELAVL1,SAFB,HeLa cell
ELAVL1,RAVER1,HeLa cell
ELAVL1,PNRC1,HeLa cell
ELAVL1,LMNB2,HeLa cell
ELAVL1,CFP,HeLa cell
ELAVL1,MTF2,HeLa cell
ELAVL1,PVR,HeLa cell
ELAVL1,ASCC1,HeLa cell
ELAVL1,C8orf4,HeLa cell
ELAVL1,SRRM1,HeLa cell
ELAVL1,PPP2R2A,HeLa cell
ELAVL1,TRIM2,HeLa cell
ELAVL1,PRR14,HeLa cell
ELAVL1,PRRC1,HeLa cell
ELAVL1,PCBP2,HeLa cell
ELAVL1,ING1,HeLa cell
ELAVL1,GLTSCR1L,HeLa cell
ELAVL1,FUBP1,HeLa cell
ELAVL1,DIP2B,HeLa cell
ELAVL1,ASB3,HeLa cell
ELAVL1,SRSF6,HeLa cell
ELAVL1,CSNK1A1,HeLa cell
ELAVL1,BAZ1A,HeLa cell
ELAVL1,RNF141,HeLa cell
ELAVL1,UBL3,HeLa cell
ELAVL1,SLC48A1,HeLa cell
ELAVL1,RNF212,HeLa cell
ELAVL1,HMOX1,HeLa cell
ELAVL1,RNPS1,HeLa cell
ELAVL1,AES,HeLa cell
ELAVL1,RBL2,HeLa cell
ELAVL1,FAM208A,HeLa cell
ELAVL1,FOXA1,HeLa cell
ELAVL1,ALDH1A3,HeLa cell
ELAVL1,SNRNP40,HeLa cell
ELAVL1,TGIF2,HeLa cell
ELAVL1,TMEM127,HeLa cell
ELAVL1,LAPTM4A,HeLa cell
ELAVL1,IFNGR2,HeLa cell
ELAVL1,UBP1,HeLa cell
ELAVL1,AUNIP,HeLa cell
ELAVL1,NUDT3,HeLa cell
ELAVL1,THOC6,HeLa cell
ELAVL1,HEATR5B,HeLa cell
ELAVL1,KRCC1,HeLa cell
ELAVL1,PTPLB,HeLa cell
ELAVL1,B3GALTL,HeLa cell
ELAVL1,AGO2,HeLa cell
ELAVL1,FAM102B,HeLa cell
ELAVL1,FAM131A,HeLa cell
ELAVL1,SCD,HeLa cell
ELAVL1,FOXL2,HeLa cell
ELAVL1,SLC7A5,HeLa cell
ELAVL1,RAB6A,HeLa cell
ELAVL1,IQGAP3,HeLa cell
ELAVL1,FZD6,HeLa cell
ELAVL1,MLLT10,HeLa cell
ELAVL1,HSPA1B,HeLa cell
ELAVL1,TMEM209,HeLa cell
ELAVL1,ZNF561,HeLa cell
ELAVL1,DEPDC1,HeLa cell
ELAVL1,PHC1,HeLa cell
ELAVL1,GCA,HeLa cell
ELAVL1,MAT2A,HeLa cell
ELAVL1,PMAIP1,HeLa cell
ELAVL1,ACTB,HeLa cell
ELAVL1,RANBP1,HeLa cell
ELAVL1,MED21,HeLa cell
ELAVL1,SIPA1L3,HeLa cell
ELAVL1,EIF1AD,HeLa cell
ELAVL1,ZNF543,HeLa cell
ELAVL1,SIK3,HeLa cell
ELAVL1,GNA11,HeLa cell
ELAVL1,CTH,HeLa cell
ELAVL1,GAPVD1,HeLa cell
ELAVL1,SNX3,HeLa cell
ELAVL1,KIF21A,HeLa cell
ELAVL1,ZNF664,HeLa cell
ELAVL1,SLC25A44,HeLa cell
ELAVL1,PTEN,HeLa cell
ELAVL1,PER2,HeLa cell
ELAVL1,ZNF746,HeLa cell
ELAVL1,MED4,HeLa cell
ELAVL1,HEATR3,HeLa cell
ELAVL1,MAP3K12,HeLa cell
ELAVL1,KRAS,HeLa cell
ELAVL1,CREBBP,HeLa cell
ELAVL1,CEP57L1,HeLa cell
ELAVL1,MBD6,HeLa cell
ELAVL1,SPIN3,HeLa cell
ELAVL1,FOXJ3,HeLa cell
ELAVL1,GNB1,HeLa cell
ELAVL1,EIF5A,HeLa cell
ELAVL1,MECOM,HeLa cell
ELAVL1,CNOT4,HeLa cell
ELAVL1,WDFY1,HeLa cell
ELAVL1,LIN54,HeLa cell
ELAVL1,LCLAT1,HeLa cell
ELAVL1,TOR1A,HeLa cell
ELAVL1,CDR2L,HeLa cell
ELAVL1,TRAM2,HeLa cell
ELAVL1,CDKAL1,HeLa cell
ELAVL1,MARCH6,HeLa cell
ELAVL1,C1orf198,HeLa cell
ELAVL1,PPP3R1,HeLa cell
ELAVL1,ZNF638,HeLa cell
ELAVL1,EPAS1,HeLa cell
ELAVL1,IGF2BP3,HeLa cell
ELAVL1,UBXN4,HeLa cell
ELAVL1,SMIM7,HeLa cell
ELAVL1,KCNK1,HeLa cell
ELAVL1,CASC10,HeLa cell
ELAVL1,TLK2,HeLa cell
ELAVL1,NLK,HeLa cell
ELAVL1,RPRM,HeLa cell
ELAVL1,KLF9,HeLa cell
ELAVL1,LAMP2,HeLa cell
ELAVL1,LRRC1,HeLa cell
ELAVL1,PLEKHF2,HeLa cell
ELAVL1,AP4E1,HeLa cell
ELAVL1,MORF4L1,HeLa cell
ELAVL1,RNF150,HeLa cell
ELAVL1,LMAN1,HeLa cell
ELAVL1,LDLRAD3,HeLa cell
ELAVL1,VMP1,HeLa cell
ELAVL1,KLHL24,HeLa cell
ELAVL1,FOXN3,HeLa cell
ELAVL1,SKP1,HeLa cell
ELAVL1,SLC43A2,HeLa cell
ELAVL1,ARSB,HeLa cell
ELAVL1,LZTFL1,HeLa cell
ELAVL1,CEBPA,HeLa cell
ELAVL1,LEPROT,HeLa cell
ELAVL1,STK26,HeLa cell
ELAVL1,SUB1,HeLa cell
ELAVL1,RNF115,HeLa cell
ELAVL1,STK35,HeLa cell
ELAVL1,TMEM167B,HeLa cell
ELAVL1,CCDC58,HeLa cell
ELAVL1,CEP57,HeLa cell
ELAVL1,CHD1,HeLa cell
ELAVL1,FKBP9,HeLa cell
ELAVL1,SEPT11,HeLa cell
ELAVL1,YWHAH,HeLa cell
ELAVL1,PRIM2,HeLa cell
ELAVL1,GID8,HeLa cell
ELAVL1,MEX3D,HeLa cell
ELAVL1,IL1B,HeLa cell
ELAVL1,RAB22A,HeLa cell
ELAVL1,PTP4A1,HeLa cell
ELAVL1,GIT1,HeLa cell
ELAVL1,CHMP1B,HeLa cell
ELAVL1,RAB5A,HeLa cell
ELAVL1,ZBTB20,HeLa cell
ELAVL1,SMIM11,HeLa cell
ELAVL1,LONP2,HeLa cell
ELAVL1,MTAP,HeLa cell
ELAVL1,PHF1,HeLa cell
ELAVL1,RANBP3,HeLa cell
ELAVL1,MTMR4,HeLa cell
ELAVL1,SETD3,HeLa cell
ELAVL1,PBX1,HeLa cell
ELAVL1,PRUNE,HeLa cell
ELAVL1,API5,HeLa cell
ELAVL1,SMNDC1,HeLa cell
ELAVL1,MSMO1,HeLa cell
ELAVL1,DNAJC14,HeLa cell
ELAVL1,FOXJ2,HeLa cell
ELAVL1,PARP12,HeLa cell
ELAVL1,NFIA,HeLa cell
ELAVL1,TMEM97,HeLa cell
ELAVL1,LAMP1,HeLa cell
ELAVL1,PEX26,HeLa cell
ELAVL1,DOLPP1,HeLa cell
ELAVL1,EIF2S1,HeLa cell
ELAVL1,ZBTB14,HeLa cell
ELAVL1,PDZD8,HeLa cell
ELAVL1,PHF21A,HeLa cell
ELAVL1,DDX17,HeLa cell
ELAVL1,TMOD3,HeLa cell
ELAVL1,UBE4B,HeLa cell
ELAVL1,PLD6,HeLa cell
ELAVL1,PTBP3,HeLa cell
ELAVL1,MTPN,HeLa cell
ELAVL1,MYC,HeLa cell
ELAVL1,OAZ2,HeLa cell
ELAVL1,RHOB,HeLa cell
ELAVL1,ARHGEF35,HeLa cell
ELAVL1,R3HDM2,HeLa cell
ELAVL1,TMEM63B,HeLa cell
ELAVL1,TMEM30A,HeLa cell
ELAVL1,KDM3B,HeLa cell
ELAVL1,SERPINH1,HeLa cell
ELAVL1,SLC41A1,HeLa cell
ELAVL1,NIP7,HeLa cell
ELAVL1,MOSPD2,HeLa cell
ELAVL1,C18orf54,HeLa cell
ELAVL1,DYNC1LI2,HeLa cell
ELAVL1,FAF2,HeLa cell
ELAVL1,DUSP19,HeLa cell
ELAVL1,MKX,HeLa cell
ELAVL1,FEM1A,HeLa cell
ELAVL1,CIT,HeLa cell
ELAVL1,MED23,HeLa cell
ELAVL1,NR4A2,HeLa cell
ELAVL1,C5orf30,HeLa cell
ELAVL1,CASC3,HeLa cell
ELAVL1,CTIF,HeLa cell
ELAVL1,BBX,HeLa cell
ELAVL1,HIBADH,HeLa cell
ELAVL1,MRPS10,HeLa cell
ELAVL1,KIAA0895,HeLa cell
ELAVL1,FAM60A,HeLa cell
ELAVL1,PIAS3,HeLa cell
ELAVL1,CPOX,HeLa cell
ELAVL1,SEPHS1,HeLa cell
ELAVL1,SLC9A6,HeLa cell
ELAVL1,ZCCHC3,HeLa cell
ELAVL1,RDX,HeLa cell
ELAVL1,S100PBP,HeLa cell
ELAVL1,CYP26B1,HeLa cell
ELAVL1,PHLPP1,HeLa cell
ELAVL1,TRMT13,HeLa cell
ELAVL1,ARL2BP,HeLa cell
ELAVL1,SETD9,HeLa cell
ELAVL1,SRBD1,HeLa cell
ELAVL1,STC2,HeLa cell
ELAVL1,PRKDC,HeLa cell
ELAVL1,PUS7,HeLa cell
ELAVL1,HDAC2,HeLa cell
ELAVL1,CCDC92,HeLa cell
ELAVL1,PDSS2,HeLa cell
ELAVL1,C1orf86,HeLa cell
ELAVL1,STRN3,HeLa cell
ELAVL1,ZIC2,HeLa cell
ELAVL1,ATG5,HeLa cell
ELAVL1,KATNBL1,HeLa cell
ELAVL1,C1QL1,HeLa cell
ELAVL1,AEBP2,HeLa cell
ELAVL1,NRIP3,HeLa cell
ELAVL1,BASP1,HeLa cell
ELAVL1,NR5A1,HeLa cell
ELAVL1,LSM11,HeLa cell
ELAVL1,PDCD6IP,HeLa cell
ELAVL1,H2AFV,HeLa cell
ELAVL1,FAM117B,HeLa cell
ELAVL1,CASP3,HeLa cell
ELAVL1,DDA1,HeLa cell
ELAVL1,TAF4,HeLa cell
ELAVL1,YTHDF2,HeLa cell
ELAVL1,SEC22B,HeLa cell
ELAVL1,ADAMTSL5,HeLa cell
ELAVL1,UBE2E2,HeLa cell
ELAVL1,TRIB1,HeLa cell
ELAVL1,TMEM207,HeLa cell
ELAVL1,ZNF234,HeLa cell
ELAVL1,DCAF12,HeLa cell
ELAVL1,GLUD1,HeLa cell
ELAVL1,GBE1,HeLa cell
ELAVL1,RQCD1,HeLa cell
ELAVL1,DVL2,HeLa cell
ELAVL1,JUND,HeLa cell
ELAVL1,PURB,HeLa cell
ELAVL1,VGLL4,HeLa cell
ELAVL1,DMKN,HeLa cell
ELAVL1,ZNF77,HeLa cell
ELAVL1,TIMM22,HeLa cell
ELAVL1,EZR,HeLa cell
ELAVL1,TGIF1,HeLa cell
ELAVL1,NUP93,HeLa cell
ELAVL1,SEC14L4,HeLa cell
ELAVL1,SMG7,HeLa cell
ELAVL1,TCTN2,HeLa cell
ELAVL1,PCSK7,HeLa cell
ELAVL1,ALPI,HeLa cell
ELAVL1,FAM192A,HeLa cell
ELAVL1,RBM47,HeLa cell
ELAVL1,TMEM134,HeLa cell
ELAVL1,OR6T1,HeLa cell
ELAVL1,GTF3C1,HeLa cell
ELAVL1,TTC5,HeLa cell
ELAVL1,PABPN1,HeLa cell
ELAVL1,STAT3,HeLa cell
ELAVL1,GOLPH3L,HeLa cell
ELAVL1,SUSD6,HeLa cell
ELAVL1,BCL9,HeLa cell
ELAVL1,IGF2R,HeLa cell
ELAVL1,F11R,HeLa cell
ELAVL1,GNE,HeLa cell
ELAVL1,MCU,HeLa cell
ELAVL1,NHLH1,HeLa cell
ELAVL1,CXCL16,HeLa cell
ELAVL1,RABL2B,HeLa cell
ELAVL1,SHQ1,HeLa cell
ELAVL1,PRMT6,HeLa cell
ELAVL1,FRS3,HeLa cell
ELAVL1,FAM217B,HeLa cell
ELAVL1,RICTOR,HeLa cell
ELAVL1,TSPYL1,HeLa cell
ELAVL1,MTMR6,HeLa cell
ELAVL1,COQ10B,HeLa cell
ELAVL1,NUTF2,HeLa cell
ELAVL1,RBM4B,HeLa cell
ELAVL1,PDCL3,HeLa cell
ELAVL1,TGFA,HeLa cell
ELAVL1,RAB7A,HeLa cell
ELAVL1,ADAM23,HeLa cell
ELAVL1,LDHAL6A,HeLa cell
ELAVL1,NSUN6,HeLa cell
ELAVL1,HECA,HeLa cell
ELAVL1,BCAP29,HeLa cell
ELAVL1,TSPAN9,HeLa cell
ELAVL1,EXPH5,HeLa cell
ELAVL1,DRAM2,HeLa cell
ELAVL1,BAG4,HeLa cell
ELAVL1,CDC23,HeLa cell
ELAVL1,NAV1,HeLa cell
ELAVL1,OSTF1,HeLa cell
ELAVL1,POLR2A,HeLa cell
ELAVL1,KIAA1715,HeLa cell
ELAVL1,SPPL3,HeLa cell
ELAVL1,ATP6V1A,HeLa cell
ELAVL1,PRRC2C,HeLa cell
ELAVL1,SCP2,HeLa cell
ELAVL1,GLTP,HeLa cell
ELAVL1,TUBA3D,HeLa cell
ELAVL1,TMED4,HeLa cell
ELAVL1,ZNF714,HeLa cell
ELAVL1,KHSRP,HeLa cell
ELAVL1,CSDE1,HeLa cell
ELAVL1,PARP1,HeLa cell
ELAVL1,CDK6,HeLa cell
ELAVL1,NIN,HeLa cell
ELAVL1,GAS1,HeLa cell
ELAVL1,PDCD7,HeLa cell
ELAVL1,LIMCH1,HeLa cell
ELAVL1,JADE3,HeLa cell
ELAVL1,BTF3L4,HeLa cell
ELAVL1,RFWD3,HeLa cell
ELAVL1,TBCB,HeLa cell
ELAVL1,SFXN3,HeLa cell
ELAVL1,HMGB2,HeLa cell
ELAVL1,GMCL1,HeLa cell
ELAVL1,LPP,HeLa cell
ELAVL1,TBP,HeLa cell
ELAVL1,CBFB,HeLa cell
ELAVL1,ACACB,HeLa cell
ELAVL1,CTGF,HeLa cell
